	name	fold	tstat	pvalue	anova	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	t1_0	t2_60	t3_180	metlin	10-0	13-0	14-0	15-0	16-0	17-0	18-0	2-0	3-0	4-0	5-0	6-0	7-0	9-0	10-60	13-60	14-60	15-60	16-60	17-60	18-60	2-60	3-60	4-60	5-60	6-60	7-60	9-60	10-180	13-180	14-180	15-180	16-180	17-180	18-180	2-180	3-180	4-180	5-180	6-180	7-180	9-180
79	M415T534	1.44530050709417	1.74911458867964	0.0954047059325533	0.0524291301130196	415.427546541165	415.378740601368	415.442068225512	534.347	471.744	540.754	39	12	14	13	http://metlin.scripps.edu/metabo_list.php?mass_min=414.28&mass_max=414.58	108529724.282879	70422326.4942187	108983402.33907	106668571.123873	52087234.297534	58425168.3418944	52949169.121821	35160595.7307094	35868926.669018	42092409.1163676	37362020.1131537	38033135.9739956	49469719.7590844	102963680.082799	153041788.975078	76242978.3279679	169539006.86107	140668795.250259	83698193.378471	168381798.892873	66555243.7923581	60183363.1399167	42850814.8214518	45358648.2116902	41619610.440914	39022008.7695304	46839481.0061566	165346669.423189	55470679.3155644	67916387.3788935	63846352.3552916	82924217.1463573	104833559.932708	71882052.2942094	47827192.5737328	52183403.5991762	36741789.4362671	48630123.0837434	42024431.387654	37521718.0466938	43063543.5378022	88187197.934498
80	M90T166	1.61145718463514	1.71245600985296	0.0996032622163994	0.00341292916107619	90.2549928528455	90.2450294599171	90.2745324450427	165.595	159.946	177.538	11	3	7	1	http://metlin.scripps.edu/metabo_list.php?mass_min=89.1&mass_max=89.4	7633635.3776756	1469776.01281822	2428791.55561963	6595836.70385983	868396.291224265	1907748.55634448	3093823.84656468	1304476.40001257	3491285.36122628	1305826.57853065	926368.721683853	1023868.90689982	4037819.67488063	1188941.47003193	6336410.9567562	2300285.9777473	3681046.88777575	6224885.47793093	657051.721936408	3730028.23907227	7449626.32004492	10734353.0636065	6603065.15731524	3318041.36061569	3616337.65545501	1137631.74921691	1267723.55889538	3013149.44215171	1067116.86055176	412289.032184183	497172.617530101	870647.616472886	406041.509142463	1772926.27133325	2119536.60144302	1662522.61708318	4064844.19853154	947927.903974265	1360298.42933689	2709569.39844702	365526.135795232	738282.097230105
81	M218T715	2.12112456913166	1.73480543962514	0.100096010374674	0.0172032268659717	218.118363486121	218.042050962356	218.155582012075	715.086	661.257	736.97	19	8	7	2	http://metlin.scripps.edu/metabo_list.php?mass_min=216.97&mass_max=217.27	3710684.40563965	1829667.7420422	6197146.6681232	19663904.1881452	1562534.17943971	1444064.97739578	22016550.1010173	3232493.21874812	16451846.7426002	4008790.16326008	7572127.79613568	3732824.80546215	945873.92984874	10655573.7467989	3498019.93177003	2534548.96494483	13197623.927255	5855779.2360816	1236151.80012589	2393936.27705668	55154430.7407581	27256491.983399	22423265.9677636	21336409.0042031	37122320.9145416	3478262.9273306	609016.796834703	22430654.4801896	426261.912485731	493037.240969119	2323578.4812254	596791.217839587	376879.883726032	821640.723863823	21152829.7228094	3361649.55859522	3741347.28932463	3307857.93012372	9099000.53384197	3400163.98492762	137525.985918107	2139165.14562414
82	M230T672	1.439224700481	1.71127042830102	0.100769384754012	0.00239573571409976	230.090874110968	230.051420383878	230.178292789901	671.534	655.768	704.932	43	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=228.94&mass_max=229.24	207750309.266784	156915216.679334	77017677.1660064	168591131.463525	141809098.741265	119464695.345622	210701169.499876	73709006.3596626	417516418.477852	174142947.164099	147414770.457296	103898487.955806	156459973.328652	100905659.07123	193878458.238207	198600146.748039	103901812.91228	170611827.263662	100385891.797509	160634424.575539	346190989.685564	391487417.476292	484355406.454034	380711724.505137	334326163.829703	130790076.769449	80271419.3713793	171171982.541664	34428201.3990714	25902646.8891836	20633685.7244375	28445169.4048892	25512720.350951	107803282.849581	187033925.616936	72865213.7009121	273858069.89418	101374473.271773	144513966.418942	179512546.897861	13178308.3220076	26410530.0927509
83	M565T208	1.92010376281861	1.71534001629351	0.100922027763373	0.0119206798258587	565.258846792614	565.176244572714	565.349463117903	208.112	202.427	211.006	27	10	12	5	http://metlin.scripps.edu/metabo_list.php?mass_min=564.11&mass_max=564.41	65456945.5548854	18764300.1289958	2875815.56272485	27501692.8196221	8733971.96948094	4622620.45502287	37339658.129943	8895724.3522446	116380520.397713	22230239.7371416	31840753.7674986	15713912.6459151	49685922.8305428	10040273.8004198	63028415.4180079	22068442.4375994	10629737.7557346	41508953.9194699	3844720.92523611	23497722.9761934	160303176.115371	117639037.323627	130679599.289859	95517803.8736139	88690811.3561855	13974880.4505598	10465644.8465684	24752758.3730087	2194763.57067226	1206295.83041502	881025.60340625	199682.491576315	405839.1871875	4198901.24942835	34988845.0683194	6937286.17883042	75139557.1768719	13646271.7787552	24670647.6373255	32479105.3961727	660616.785477941	339649.482153582
84	M152T209	1.46240705467034	1.68910039859219	0.104365929287022	0.043886858225755	152.045895173539	151.981514337624	152.10006547922	208.661	189.865	217.781	33	13	12	8	http://metlin.scripps.edu/metabo_list.php?mass_min=150.9&mass_max=151.2	8575691.18049404	7162207.66619855	5758145.76476039	10286422.8593346	4613848.08850525	6178976.97471054	19360339.6549101	3468720.79609573	21175224.5289693	6835586.8578299	8336282.52996606	4284786.92378137	12623915.0777526	6898056.47033658	12154607.2736495	9390252.76870097	6397342.55519269	9255346.06826637	3532717.26725723	9227920.23145989	28857537.2072589	8512155.64382394	25036864.8039775	18281915.9300998	19040459.3440263	6252545.16422009	17022191.5305589	10655349.5216741	1590999.98022096	1743268.69594499	2067348.52313042	1814172.01930867	1752462.93126732	8502989.54640171	20299176.9874968	5704946.95048769	20373291.4694405	5704429.32879013	10895201.6802355	8310322.02517907	4916383.72046801	2129230.91572499
85	M485T417	1.85182786740014	1.6981337155125	0.104564593519341	0.042324253103082	485.347528504898	485.280103185212	485.424393269665	417.462	409.365	423.279	15	4	8	3	http://metlin.scripps.edu/metabo_list.php?mass_min=484.2&mass_max=484.5	39169289.0222466	14782701.5411423	8848540.05340729	17511372.1022365	4910259.50483922	13289293.7140652	23457538.4297938	7511034.20868822	67284581.6111696	10765820.5679356	8485230.58799269	8763023.42431295	19724963.1076047	8348624.43413171	36149764.7659531	26089157.0126094	13583772.3346875	21757952.2928657	4506736.980047	52448218.995776	62013322.6646325	57260316.6643542	112628311.428676	18431463.4272965	33083028.2922756	11475496.5934512	8627588.62396092	10183754.1217174	4470341.71454908	3266811.31135937	3540681.32262884	6201375.36604413	2869228.87812076	16221042.568073	27619416.4225551	9694946.98285742	62043442.1437499	5929725.64261667	12766697.6221704	19711509.8932246	2319477.74865774	2574798.58072356
86	M151T206	1.44731564333288	1.67013795488144	0.108529292132586	0.0342762042269797	151.039211635116	150.999751277654	151.049539113225	205.5575	203.56	212.046	42	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=149.89&mass_max=150.19	180836812.469636	93125068.6626869	53942804.3721591	130819444.851616	66830513.2947372	67027830.727617	142817589.895285	54742247.8648591	283019524.773375	104387209.580679	101098752.383324	67407517.0577484	151180861.473593	72251555.8396402	155543654.745494	122594252.811765	75784534.7267715	118633367.349097	51189980.9883594	102296023.184074	290973027.961953	274871131.926192	327784860.435397	248947536.447891	230352825.232268	84921579.287981	67717060.3201783	119934312.929967	22635773.1446007	19150895.9212191	19093294.0510664	20481200.3703522	17086901.544451	83347161.3558351	198330181.080639	86435326.386189	267615198.741993	87852828.7850267	134539403.348434	151009465.19343	15305127.4531207	13659743.4417135
87	M357T790	1.55821238752618	1.66673883145481	0.108539841166694	0.00774864469254821	357.323383571943	357.284097167392	357.34758160172	790.2385	788.613	798.11	18	6	9	3	http://metlin.scripps.edu/metabo_list.php?mass_min=356.17&mass_max=356.47	15935553.1544167	13288035.6268976	5394643.16779691	16220409.215555	6873926.45675467	7582461.45712803	15777948.6806417	4455965.34622683	35247599.5255648	6113659.10540043	5130944.4542137	3964483.22077626	7038799.84818792	12003714.2352412	11526698.4229996	16939169.8285648	7569495.77747914	19265254.3895733	5194896.37148513	9627521.26653363	31577050.5850618	24502084.28439	41760789.551207	19673760.8273724	20630108.1514204	5034208.05207613	3419215.452564	24846520.6480592	3274064.45379875	3346673.59360686	3203910.10427254	4085817.3278446	3350342.60186654	7226082.38707476	15097682.5373821	4146141.67200399	20763660.8917641	4190998.28127658	6179140.17140625	9233598.97573284	1746032.26886754	5476689.97164902
88	M136T379	1.63669388686957	1.66546138083103	0.11084995677979	0.0151726994310279	136.062746630673	136.014642904666	136.12189069654	378.756	371.968	387.657	32	14	11	7	http://metlin.scripps.edu/metabo_list.php?mass_min=134.91&mass_max=135.21	22073187.8764629	6563231.94129809	17776739.5631875	52912662.1950078	11049958.9869896	19434821.8843605	19390792.2217137	8765868.14568353	17938288.1771518	35031925.5534964	4431735.54204548	12999860.5300302	25446044.0418882	4246256.61924764	21520566.4175302	10700238.3327572	21931856.6734193	50275553.0325419	9968616.21140237	43730607.8340372	27770560.8780317	48408393.5659013	69548755.7506853	73577940.8759664	14160829.7241065	15752372.0369826	9765961.1637778	5255219.5850501	3260330.90551669	2483355.18053116	1531178.0287485	10780635.7414502	2286907.88039023	20536811.0904853	17080659.7983399	10610437.5365622	39367714.2886025	18949206.7975226	7417854.87601369	20935351.5973234	1814689.6407503	859057.740217889
89	M242T689	1.37036573110135	1.63454880196079	0.115174639464248	0.00141155708478273	242.131090822058	242.065978986925	242.210766244285	688.725	677.527	696.744	25	10	11	4	http://metlin.scripps.edu/metabo_list.php?mass_min=240.98&mass_max=241.28	18226506.5822401	17318901.7031215	7078183.97283091	22483633.9661784	10523187.3630012	13107581.3241278	21548192.1296783	9046659.92501394	37071410.6397799	15101513.7597663	10859573.5144493	9553545.92425422	14192523.9925547	9911598.61508335	18370690.2124248	23602467.1272991	13873640.5757813	16294081.6986551	7190337.63262876	11853032.1096403	31466211.4334293	36488715.1632793	41817248.4183439	28413424.748286	26311235.979672	12986971.5649942	9660055.7034507	17702422.3412778	3584139.68607238	3390518.86618062	3217206.75506426	2892130.98582968	1950388.33856465	11679198.235981	18296879.8042174	7379639.35843073	22420882.5606235	9587869.25540364	15397565.8624217	13236330.7787466	2411653.72524337	3323317.21040067
90	M149T74	1.38481747135189	1.61933300477268	0.120631416875473	0.240139735568459	149.061078392737	149.050425982194	149.102659235253	74.1515	57.942	88.238	14	5	7	2	http://metlin.scripps.edu/metabo_list.php?mass_min=147.91&mass_max=148.21	7217247.5896299	4030816.87630783	3465473.8554737	5420508.83236462	4006948.11763133	2973008.50160881	7010552.69059131	6258552.14338133	11224393.5542168	7562842.27612691	4888191.57992571	4818338.30421621	11116977.105628	3892042.17320969	7033844.10766437	4930464.77087916	4169980.35297287	5642742.75481258	2958156.81306336	4466598.0491359	10110190.2449313	13627505.2678616	20108130.4914205	12365627.5435449	9855534.27549394	5774585.81987421	8524175.08313713	6599115.48288643	2315440.49769742	2777163.30247668	1852060.32245047	2212743.22196679	2195124.35466885	3992340.33902409	11498893.0758577	6872221.16451843	21247187.5810508	4818447.62870581	7396571.38319002	7908153.22021423	2176701.94977322	2963428.50111328
91	M304T420	1.83595138816932	1.63596522944931	0.120789332205593	0.0144222231656491	304.228392165205	304.159667984104	304.256799648488	419.554	414.577	428.096	30	11	13	6	http://metlin.scripps.edu/metabo_list.php?mass_min=303.08&mass_max=303.38	60433150.886467	23134596.2053786	13242226.391625	47837208.3310228	8252298.80746768	32338627.0906952	33769320.1807479	7590265.62886264	30136342.5216586	18395858.8043984	11990244.9982383	6896500.34603857	35158092.7644757	13684225.0243537	64158546.3024565	29910465.6293241	21684385.314	183130830.63614	8336270.06391681	56449866.8562598	50413607.9396963	45677481.9212966	51787220.2526593	48028058.0152192	18591710.2135897	7529114.78308824	13992123.2476447	29782698.6770021	7356865.1403972	5144024.02953487	4140788.97040384	25730953.0678369	2422490.29285044	25557247.9490625	27351934.9245825	6892692.41063029	30048521.6400246	15418546.528541	14529330.4363151	13769232.5568534	2893745.00882636	4093547.09086859
92	M180T349	1.55326283624148	1.60560684597514	0.122087883609246	0.0248900907363914	180.058375616789	180.047253986043	180.069537973915	349.487	346.847	355.292	33	12	14	7	http://metlin.scripps.edu/metabo_list.php?mass_min=178.91&mass_max=179.21	23009123.115346	11868396.5118447	11767831.6904895	20711592.0103125	8235921.91672895	15630711.5112076	23358033.6614067	7633724.08023932	59636835.7882166	13953130.1779859	15102691.9443572	8138795.44401776	39458707.3497486	16610684.971821	19983076.7037513	21150062.6912669	17001714.115047	16453783.4286164	11846175.7574258	19345411.6540012	39798315.9404615	59901289.7241191	69786016.4091379	51864943.9549942	59027401.9697431	11691122.8332273	9534104.83452111	19944318.2962462	2861959.45438083	2062133.83228715	1324033.11697894	2380248.96840836	1928505.87428572	14319675.3113147	27387857.5778857	13985774.7564106	48657430.3482079	8186078.34860935	27130089.998073	21040362.1123703	1337310.78673094	4137539.71773317
93	M166T347	1.33617851732247	1.6002929247321	0.122856062863112	0.00333844958289669	166.040795731541	165.986445498833	166.049552081537	347.259	342.128	353.138	42	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=164.89&mass_max=165.19	74725423.0343173	59987612.6262843	37089509.7331589	60217643.6776831	35845236.460894	54674548.8785573	62211941.406699	34106136.5468866	140461922.519477	55468042.0380527	57256065.1510382	43100624.7390187	96782543.4909086	48083691.5308376	63382307.4650074	76669878.5559119	49232575.0176562	56591753.8413435	34835398.9630434	64806898.7749809	101599242.027662	154068165.759849	141976236.000211	116353881.128472	128400816.548555	50977648.4646221	39385805.3532283	70847537.2400606	11722647.1221595	10422282.0184633	8482186.85378226	10482768.5739646	7401287.6203427	42999745.0463517	65633749.7833059	46783841.2929123	108436737.153448	36060403.6177104	65363919.1980361	73172206.1774909	4518880.38186621	13174701.7601565
94	M252T654	1.30354171066815	1.57105581293449	0.128313556255693	0.00222366186490011	252.117607355161	252.055578322392	252.134976523441	654.023	650.093	657.382	12	3	7	2	http://metlin.scripps.edu/metabo_list.php?mass_min=250.97&mass_max=251.27	8709507.78049281	6096146.13971624	2725540.88434938	8943252.64722656	3868126.38967003	4585741.51792968	7625390.29778236	1978568.86039363	8859904.0271952	3866371.41196522	3577094.49640595	2349765.4025025	3904048.79986955	3724974.35998898	7786031.96290472	6521884.21203609	3701722.09423349	6685312.40154656	2905699.14024944	6753705.55117069	9880486.92718417	9621394.82717359	9270831.07204804	10291558.8272775	7219417.50570533	2980461.00667498	2786352.1922969	5904709.4325031	1398268.93353471	1184457.94585127	941469.677658949	1148750.48673189	850160.148247465	4580091.39941048	7392300.76276169	2163729.47343527	8807411.70194115	2540536.96945551	4103831.24536269	4107240.26680356	653545.209291446	834497.535539856
95	M241T687	1.37189973375049	1.55480686652757	0.133446507860277	0.00279366233572431	241.142097148636	241.116587041233	241.184338522832	686.862	677.31	696.033	40	14	14	12	http://metlin.scripps.edu/metabo_list.php?mass_min=239.99&mass_max=240.29	151016983.761778	132404975.582851	82181933.0601078	177830471.959846	90899564.7049744	112709792.270196	178734898.552574	71722378.8389829	356625730.696168	132634164.264452	128401153.320329	85833329.2227395	164333139.265181	90666954.608491	142349586.31977	174435394.875988	116716200.47953	139657396.464009	64485162.6025938	154369449.348425	261364031.122279	356411862.649466	393466021.379701	265231349.376918	281272888.281438	105090881.807005	85449498.9966127	143129940.955508	28253274.8932218	25669559.0330953	27227445.5630625	23522591.7751863	19479823.4493929	103028526.135634	152274249.51426	76822229.2147331	229900691.296919	88970890.1410057	130061094.190177	138331114.831158	16329173.8943017	26116171.2000339
96	M245T203	1.36286195372663	1.54964322294392	0.133851289072349	0.0156733906529969	245.100041175878	245.066529942309	245.135530550657	202.5975	189.026	223.651	26	10	11	5	http://metlin.scripps.edu/metabo_list.php?mass_min=243.95&mass_max=244.25	27269438.8654833	17599397.8223211	13124350.2660871	35389193.348299	7486785.84440477	12359512.1503953	33683375.3726207	10087927.890884	34122746.9151373	12365552.3788787	18519335.9338101	9843774.04916836	19770827.39346	6997535.00824276	27335155.7155376	27843597.7567673	20551438.7707346	17768073.9671925	5938941.23077638	22221202.4377013	44086060.828447	47836841.0079086	23545891.0875654	34271080.9755843	40391065.1806369	13149813.3315252	14906158.6163424	12617701.2651443	5903450.8793064	5919839.70015298	4822189.0076609	4644014.99969284	3115891.05808457	22176583.5877405	30777575.4586278	10987560.0318356	29650722.7353573	11761046.2661154	18499094.7812948	20151718.7932766	4224398.21342133	3849250.86375183
97	M175T970	1.56313426511818	1.55615001439177	0.136270997337106	0.0215667058521404	175.11758679162	175.089684374473	175.132829333252	970.237	966.696	972.65	20	8	10	2	http://metlin.scripps.edu/metabo_list.php?mass_min=173.97&mass_max=174.27	9389841.82901229	5514696.48723863	12666834.8486582	21453924.5623194	3772616.57584869	5088664.39764989	20666033.4330062	8087679.41760914	8847134.22946257	11646755.8599191	10812558.1215983	3849163.77073094	4051561.01074796	7749196.35016621	12166757.4078496	8116767.25814778	19743291.8880867	6271327.8124062	3030456.69932317	7037988.30093778	43361465.7962942	21544467.292478	9855627.98754213	24148091.9966385	26014554.5244666	4156640.10097582	2407900.19233469	20974181.0912534	1614928.49698579	1437864.9771278	2845164.40184643	1527303.94023013	1425033.28902083	4224346.13095118	28116474.7013993	5566473.05708727	6563895.35789282	6879468.54953555	8303422.76151041	6172328.05316023	1180919.81494469	3201322.14460324
98	M69T233	1.31379004052271	1.53636362644428	0.13656581220038	0.0412988648957745	69.4786630100228	69.4620150807325	69.532216036968	233.059	228.963	241.053	26	9	12	5	http://metlin.scripps.edu/metabo_list.php?mass_min=68.33&mass_max=68.63	6359164.42391762	4129629.88913874	1693046.28217165	4783251.27477881	2479809.60546684	2899224.40993967	4629075.85995163	983357.85217684	7644180.6596328	2950691.81222944	3205898.16403287	1545786.21822888	3545490.98288856	2567999.66973826	5541401.68960365	3895823.66983594	3610986.49712075	4277243.69661845	2603418.92044369	5181433.21206095	7959508.45663121	4045659.96178694	7563866.80126914	5570046.49945731	7056996.05063432	1758973.61966917	1909924.59026795	3947762.58464392	1075378.04182535	990594.774206373	815696.913345556	1299513.88401105	1052988.23540325	3771145.74001351	6165905.42054597	2200960.95108909	7288922.18380008	2129692.99458329	4421178.19025184	4382270.39603523	497531.540791112	976244.089513081
99	M190T399	2.0548607967979	1.54976818737597	0.138667864166532	0.0159228428260194	190.034839740639	189.983106907354	190.049761204422	399.484	393.332	411.252	19	6	11	2	http://metlin.scripps.edu/metabo_list.php?mass_min=188.88&mass_max=189.18	15845998.9353666	2290354.81872803	1959431.24074365	14214258.0046619	3077775.20073401	3294411.31920844	3539582.17966667	1356214.34440071	7996032.8065074	1702969.39160128	1728734.66589488	1359240.67171164	3404019.8242904	2424300.44793556	18603098.3119975	3390237.07779805	6948150.42038248	5300531.28156602	2890672.01760083	13171857.8387503	7286307.82793042	10207921.1792727	7395735.01857149	5605906.25677185	4706714.74969574	1298638.42710536	2256889.19093957	42845685.0001159	903429.553984754	435203.317167317	427953.138179036	573551.729424409	402163.173641532	2993179.05242994	4968879.08585821	1175465.29579227	5265572.78416654	997841.126646021	2323272.0027818	2069372.79176538	413835.654529562	635702.42706657
100	M329T420	1.94769371051634	1.48202087840864	0.151252314263556	0.0671432536118284	329.335665152279	329.26632074118	329.358541634164	419.6695	413.553	422.598	24	5	9	10	http://metlin.scripps.edu/metabo_list.php?mass_min=328.19&mass_max=328.49	66392609.7788245	3091965.55865271	3637183.66218604	11554142.3802768	3827481.84844629	6131864.91733079	5483827.55008482	6043550.13674529	6612898.60731661	14439995.3475463	2170850.84128547	12773882.4869947	11932046.1807077	4594442.74152172	81592952.1346998	4245893.58923636	7243905.61932143	39397636.7557601	7256235.06257036	34237003.7169654	41187071.8873565	15756527.3320647	10425459.0360922	29620762.60532	4969833.9072083	17012443.3803232	3768000.14994812	12359444.2327184	18373965.9220079	6230267.46359636	2557381.88149648	10813992.1157513	6403353.41351027	45234959.7121792	52951032.9906052	51752374.9595185	143410199.495966	28071757.0532103	25559401.0277963	104099595.07344	2790462.44827709	21584038.4060187
101	M103T151	1.85109787454663	1.48135860129085	0.153010636889739	0.0488800681740384	103.152465511259	103.137826352476	103.189139389393	150.708	149.396	157.855	9	2	7	0	http://metlin.scripps.edu/metabo_list.php?mass_min=102&mass_max=102.3	3175397.20166167	2543804.57653414	980515.660119135	2863453.96923007	1078792.84499597	1486494.85455526	3540220.33326444	1292063.34799394	11008346.0171386	1489460.82181197	672640.191956543	1796130.4449397	679233.819092685	668626.39277403	4192898.32815737	3038663.51286043	837669.138279754	5592708.88377199	923041.496211509	4720822.2278817	5354733.76336987	6045884.72950944	17712629.5119781	5142131.07893025	2204711.47891902	5061953.97188511	182890.535269957	584877.19738075	1007241.4013375	446855.13210657	501323.310307669	1140843.8155423	571195.714012633	1033591.79714228	2160780.56486677	503360.460598589	7355040.41983454	425854.372914859	915769.693654581	2979937.98810823	578107.831948618	441234.401211976
102	M300T434	1.62156648835597	1.48622235802797	0.153350246092606	0.0174663735812805	300.314998121838	300.27891427358	300.344821261513	433.8655	428.444	437.925	42	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=299.16&mass_max=299.46	220479587.954337	72377640.015194	46800449.7047333	165249879.128072	70038548.5086848	99114305.1522603	56744491.3061304	64846068.7140551	203126831.273897	241557594.269778	311170811.921116	55916317.2692198	71580662.9457615	46306472.3089089	231981029.979327	73900484.5637331	90218315.0948698	138694355.415101	55379930.4417642	207550776.604397	154486812.910273	349457203.402916	186113897.313146	664455759.036888	403645193.06592	65196907.5943711	37693610.7985871	138930051.237167	20564505.0707194	12503092.3550793	10676317.0231046	15683320.5861976	14278956.5428516	57756830.7183451	86413839.9937274	57792204.0275495	126377311.669177	173378797.900545	236091102.40001	84315913.4556464	9516058.62764315	19243109.5160808
103	M145T603	2.16046797874044	1.49808846402455	0.153917699077375	0.00273882682436947	145.026716079369	144.98115508963	145.046786806355	603.321	600.247	608.873	22	4	6	12	http://metlin.scripps.edu/metabo_list.php?mass_min=143.88&mass_max=144.18	7260278.87200595	1012626.42474281	347251.047311488	3436557.99698218	3266683.79217116	1799023.02522785	3037225.86367163	994472.732580545	1438547.56042015	9641929.55503548	1419179.89659423	4923356.91762524	3161565.49656686	365813.162599059	8872860.00926117	1443101.06672366	247199.718191716	5705910.54044633	6602370.68549892	3295267.68600374	29420578.6211858	1946464.8713582	2477233.54878739	19730151.0448113	3507597.43161448	6161650.44545361	1030044.71396305	525020.29538872	18519905.3786668	11393203.3931017	137115.587549075	9675210.27072366	10798174.7456551	33479616.8446417	125579417.680287	19883616.2696836	64391204.436952	21122119.808993	22190042.6933259	62986019.2684104	1405099.83077835	7961094.21621322
104	M218T564	1.61411439652789	1.47631770454196	0.154051269544955	0.00432591139371636	218.135151125172	218.122743239985	218.147378963166	564.489	561.004	570.174	12	1	2	9	http://metlin.scripps.edu/metabo_list.php?mass_min=216.99&mass_max=217.29	1601635.65077412	1019149.81527735	473876.667759189	1595657.17840664	1617717.44876562	1148999.62514573	480097.998394365	1003063.18913453	588593.209958976	4566407.97061392	597697.429842431	3099775.52910969	1795600.52592466	206816.904535053	3653596.26170615	1052865.25337305	537184.509501221	5214140.64780238	3046199.2442049	2579846.29842582	6090168.61764246	731370.52566074	530871.793681627	3393585.46928002	687783.349574789	3006480.27132665	527698.096650786	899748.028475235	2997150.84597656	3454078.19543877	275560.554007363	3891508.06410337	3644160.45586089	8101225.57761874	19222175.2914688	11764997.6055538	14330496.1147822	8042281.31358796	3159051.66893152	33978997.9820105	439113.087327996	1390422.94127943
105	M312T347	1.41830876558563	1.46257365386195	0.156661832667113	0.0161052017727147	312.195752107139	312.126492727002	312.251436629545	347.49	343.225	354.096	38	13	14	11	http://metlin.scripps.edu/metabo_list.php?mass_min=311.05&mass_max=311.35	91025718.7255663	50306298.9725028	42105667.7875547	85357425.039911	28852008.9473241	61483217.3028612	91490136.6908396	10479912.2486527	146203062.953847	30402334.4930843	32210625.2470535	15068876.3820239	87373337.0917642	58966637.6994253	81284505.5340566	77798756.262256	57191189.7842594	63082409.8145746	41951117.8353474	88682835.1911353	182173248.421597	38397491.2803522	166504276.490595	119028644.755642	136573132.103564	20000907.367979	16352441.690209	90054946.1869126	9727440.64915965	3753915.2039409	7641625.38218004	11035692.5871026	5523109.67581374	63394472.2327819	106762737.909213	28743097.1977107	117237456.355737	18922270.4104597	58844948.0250744	42703028.4844343	2768894.67545454	15627685.2439051
106	M268T276	1.46695732491949	1.4392449755989	0.163717938925568	0.0277883138112264	268.142130146831	268.087769621718	268.15621589973	276.434	271.891	285.314	39	14	14	11	http://metlin.scripps.edu/metabo_list.php?mass_min=266.99&mass_max=267.29	44364417.5753303	11587776.6920518	17829150.1244336	78496465.7687321	20316578.9725481	27583325.2797092	58941138.3070071	20182699.3409049	108401551.119912	43708305.2479404	24104938.646424	33909824.5064488	67747158.8450885	21720613.5402742	40358237.996419	14618183.570684	37171263.4629684	62636958.2534405	12509772.883129	37715388.6266646	151139036.357571	97744738.8304316	117347203.633578	110422146.537	42456948.8057298	43326481.8301101	39335775.2283758	42430575.4375359	3814357.4080986	2519198.5763445	4731303.05381481	6049259.11607218	3390916.9735065	26433823.7011543	73656272.5236238	20812323.0749847	93137860.9910248	30311669.8840219	22184169.6795523	54871647.5026316	5363041.61572333	6096332.01393489
107	M328T419	1.84027946451935	1.43584345329242	0.164073340395409	0.0765224408716326	328.344123610045	328.260609031023	328.383726571278	419.3725	360.154	423.17	42	13	14	13	http://metlin.scripps.edu/metabo_list.php?mass_min=327.19&mass_max=327.49	328488984.416702	14711418.8958079	12343036.0720136	68036206.0333657	13866567.9255824	29409820.7168533	78912646.9263945	31674708.7701534	40019741.8540212	83335541.2111629	13355323.9494283	72993265.0325886	80555553.1479295	16001192.1891452	413836092.4605	16926096.5031797	28383501.4162063	191741411.187695	27847456.7322366	170881791.255333	207206178.334769	100771276.235395	65532685.8375919	201460980.089934	23170587.9952566	91687552.365776	18159618.0408056	68657108.6006359	93244336.2288196	30803838.6530036	5680710.39247138	56880846.0781475	23055595.3662064	224597647.151407	254998272.174637	274160233.91075	706647114.414596	165424778.578865	165262586.754299	543017468.885382	10259497.6662099	106178115.898802
108	M413T531	1.25652177074929	1.43509026118256	0.164747030811375	0.172305161708178	413.457895884568	413.435601970593	413.473267740512	530.521	470.749	538.408	43	14	14	14	http://metlin.scripps.edu/metabo_list.php?mass_min=412.31&mass_max=412.61	185752132.384838	90720688.5054387	145600734.453717	133959994.592242	73574698.48831	76105426.9491818	66974212.5887886	71825288.5159261	66376803.6686747	80711646.1422698	64942069.7012142	80841709.7634719	89782424.5715464	112810825.912417	82020062.881444	102850853.332434	210990161.619125	179422059.836538	116723921.725537	214742239.625804	82113354.8277434	105343270.748256	73980332.2227699	82309292.1293553	74192125.3867488	77585134.0792779	96792641.4162083	184646904.071228	81699436.8659661	99631924.7493162	92638652.0196546	117451698.186389	141770093.825688	86017071.6452777	62030264.3333932	100436453.398431	72592053.8397857	100072971.22443	73066813.9366954	67555025.3832177	91020603.4265716	143502466.389641
